time,open,high,low,close,volume,I,y,b,f,c,x
1638318060000,6.8867,6.8945,6.8682,6.87,29487,1638318119999,203020.2837,339,20467,140954.7573,0
1638318120000,6.87,6.89,6.8675,6.8785,13980,1638318179999,96212.1616,87,3483,23980.1821,0
1638318180000,6.8725,6.876,6.8621,6.8625,6689,1638318239999,45957.611,116,4601,31621.016,0
1638318240000,6.8623,6.8833,6.8564,6.8599,4710,1638318299999,32344.9628,118,2331,16017.9832,0
1638318300000,6.8591,6.8599,6.823,6.8248,20918,1638318359999,143134.8676,459,4735,32423.2045,0
1638318360000,6.8253,6.8364,6.8207,6.8333,5561,1638318419999,37982.4673,66,3800,25959.8122,0
1638318420000,6.8273,6.8356,6.8183,6.8217,18412,1638318479999,125600.6971,92,17167,117106.3078,0
1638318480000,6.8198,6.8359,6.815,6.8325,6165,1638318539999,42059.519,83,2828,19303.1541,0
1638318540000,6.8355,6.8399,6.8194,6.8194,3164,1638318599999,21611.6598,46,1590,10861.8675,0
1638318600000,6.8281,6.8719,6.8281,6.86,16888,1638318659999,115567.3331,218,10986,75156.0282,0
1638318660000,6.8544,6.8666,6.8385,6.8385,6808,1638318719999,46615.9629,111,3081,21100.0843,0
1638318720000,6.8427,6.8427,6.7893,6.79,21558,1638318779999,146733.8621,532,7865,53552.1209,0
1638318780000,6.7898,6.7914,6.7653,6.7783,11668,1638318839999,79093.3208,325,5044,34199.1468,0
1638318840000,6.7683,6.7979,6.7662,6.7767,3882,1638318899999,26311.8495,72,2493,16906.7436,0
1638318900000,6.7768,6.7851,6.7595,6.7596,11836,1638318959999,80147.2597,153,4084,27666.3434,0
1638318960000,6.7596,6.7804,6.7478,6.7804,12691,1638319019999,85797.9151,238,6975,47163.4975,0
1638319020000,6.7789,6.7982,6.7705,6.794,11933,1638319079999,80984.5604,112,5889,39967.7472,0
1638319080000,6.7904,6.7982,6.7784,6.7931,2172,1638319139999,14738.1041,52,509,3455.8565,0
1638319140000,6.7927,6.7982,6.7733,6.7927,11739,1638319199999,79646.4689,84,4621,31346.7643,0
1638319200000,6.7885,6.7927,6.7685,6.7815,4267,1638319259999,28917.8113,55,2266,15356.2521,0
1638319260000,6.781,6.8088,6.7786,6.7975,8506,1638319319999,57827.4938,151,6448,43841.2334,0
1638319320000,6.8051,6.8092,6.7975,6.8061,8596,1638319379999,58497.0773,47,2590,17628.8479,0
1638319380000,6.8069,6.8237,6.8058,6.818,13219,1638319439999,90072.9769,186,11484,78257.7336,0
1638319440000,6.823,6.8352,6.823,6.8341,2944,1638319499999,20101.2036,107,2105,14374.1607,0
1638319500000,6.8341,6.8746,6.8341,6.87,7497,1638319559999,51394.8298,349,6449,44199.8472,0
1638319560000,6.8734,6.8799,6.867,6.875,3958,1638319619999,27209.4193,89,1860,12790.1674,0
1638319620000,6.8745,6.8804,6.8385,6.8463,8851,1638319679999,60783.2499,128,4253,29216.0143,0
1638319680000,6.8485,6.8582,6.8159,6.8295,14608,1638319739999,99876.6556,200,4409,30175.6469,0
1638319740000,6.8239,6.8266,6.7947,6.8074,13219,1638319799999,89984.1776,197,3600,24525.2558,0
1638319800000,6.8066,6.8263,6.8066,6.8226,4290,1638319859999,29245.4365,51,3099,21125.9603,0
1638319860000,6.8236,6.8358,6.8106,6.8358,7370,1638319919999,50283.4418,78,4777,32597.4217,0
1638319920000,6.8361,6.8625,6.8361,6.8544,5777,1638319979999,39570.4881,178,4405,30177.4934,0
1638319980000,6.8608,6.865,6.8463,6.8649,6556,1638320039999,44930.9598,69,5569,38167.8768,0
1638320040000,6.8649,6.8649,6.839,6.839,2086,1638320099999,14284.5679,52,108,739.9635,0
1638320100000,6.8444,6.8799,6.8444,6.8701,4723,1638320159999,32437.2696,140,2273,15618.8914,0
1638320160000,6.8669,6.9065,6.8669,6.8934,16803,1638320219999,115861.9554,322,14003,96580.5204,0
1638320220000,6.8966,6.9095,6.8966,6.9012,7949,1638320279999,54867.0623,84,2804,19358.0381,0
1638320280000,6.9022,6.9022,6.8773,6.8911,5215,1638320339999,35902.4868,87,1914,13181.5758,0
1638320340000,6.8925,6.9237,6.8855,6.9148,8525,1638320399999,58863.0948,230,4573,31610.2075,0
1638320400000,6.9145,6.9148,6.8857,6.8896,5482,1638320459999,37828.7649,113,1765,12190.4046,0
1638320460000,6.8896,6.8896,6.8647,6.8725,2951,1638320519999,20287.8344,180,527,3621.8408,0
1638320520000,6.8702,6.8781,6.8608,6.8695,1577,1638320579999,10833.3482,60,871,5984.2145,0
1638320580000,6.8679,6.879,6.8622,6.8688,5580,1638320639999,38318.8586,49,1024,7035.8249,0
1638320640000,6.8729,6.8781,6.8545,6.8545,3096,1638320699999,21271.3638,94,467,3210.937,0
1638320700000,6.8543,6.8562,6.83,6.8344,8151,1638320759999,55747.5525,294,1451,9936.2859,0
1638320760000,6.8328,6.8442,6.823,6.8267,11365,1638320819999,77660.9389,134,5245,35828.6843,0
1638320820000,6.8242,6.8419,6.8197,6.8419,7225,1638320879999,49353.4935,63,4867,33263.2697,0
1638320880000,6.8421,6.8552,6.8393,6.8414,9877,1638320939999,67666.5227,86,2939,20130.3723,0
1638320940000,6.8406,6.876,6.8389,6.8698,6913,1638320999999,47420.5791,138,5281,36216.2121,0
1638321000000,6.87,6.8705,6.8513,6.8644,2567,1638321059999,17616.2459,45,796,5461.4024,0
1638321060000,6.8644,6.8902,6.8644,6.8675,8586,1638321119999,59038.9877,171,5222,35909.751,0
1638321120000,6.8681,6.8719,6.8554,6.8567,6388,1638321179999,43841.7032,75,218,1495.2693,0
1638321180000,6.86,6.8681,6.849,6.8626,6720,1638321239999,46088.2455,72,1083,7433.8397,0
1638321240000,6.8561,6.8659,6.8416,6.8416,3028,1638321299999,20762.1123,92,220,1508.7825,0
1638321300000,6.8418,6.863,6.839,6.863,2460,1638321359999,16858.9709,46,473,3243.8504,0
1638321360000,6.8619,6.8619,6.8308,6.8308,9197,1638321419999,62930.0388,128,1067,7308.9027,0
1638321420000,6.8307,6.831,6.8073,6.8091,5538,1638321479999,37748.9041,250,1683,11469.9001,0
1638321480000,6.8101,6.822,6.8002,6.8025,6930,1638321539999,47185.8275,120,5310,36155.7618,0
1638321540000,6.8011,6.8135,6.7853,6.7853,7936,1638321599999,53990.4777,191,2773,18880.7502,0
1638321600000,6.7849,6.7964,6.7816,6.7902,6014,1638321659999,40819.4948,70,3152,21398.114,0
1638321660000,6.7938,6.7952,6.7413,6.7413,59008,1638321719999,399394.5929,740,18029,122134.8878,0
1638321720000,6.744,6.7697,6.7403,6.7495,16841,1638321779999,113700.2521,190,5932,40047.7114,0
1638321780000,6.7531,6.7576,6.7363,6.7431,7167,1638321839999,48338.7112,151,2210,14909.9513,0
1638321840000,6.744,6.7535,6.725,6.7283,19272,1638321899999,129819.2584,264,6514,43924.0747,0
1638321900000,6.732,6.7485,6.7283,6.7338,16438,1638321959999,110787.2777,98,2735,18437.8013,0
1638321960000,6.7326,6.7379,6.7205,6.7252,7937,1638322019999,53389.229,146,3630,24426.4462,0
1638322020000,6.7222,6.7303,6.72,6.7284,13629,1638322079999,91602.3366,88,1778,11955.6482,0
1638322080000,6.7216,6.7302,6.713,6.713,20242,1638322139999,136012.3819,204,3500,23529.0374,0
1638322140000,6.713,6.7143,6.7008,6.705,22807,1638322199999,152976.341,232,5626,37719.8978,0
1638322200000,6.7038,6.7067,6.6947,6.7005,21442,1638322259999,143668.9602,227,3067,20553.1453,0
1638322260000,6.7034,6.7598,6.69,6.75,21672,1638322319999,145731.4331,393,17148,115329.3953,0
1638322320000,6.7559,6.7608,6.7344,6.7421,5877,1638322379999,39651.1212,100,1138,7686.3542,0
1638322380000,6.7397,6.7397,6.7192,6.7376,8041,1638322439999,54088.309,92,3160,21264.0139,0
1638322440000,6.7382,6.7436,6.7166,6.7227,3784,1638322499999,25483.1029,69,2299,15494.6923,0
1638322500000,6.7219,6.7371,6.7219,6.7343,1836,1638322559999,12356.8944,35,445,2996.9063,0
1638322560000,6.7319,6.7441,6.7284,6.7441,7956,1638322619999,53588.524,56,5343,35997.2632,0
1638322620000,6.7386,6.7452,6.7301,6.7301,8231,1638322679999,55464.3516,72,1060,7145.7713,0
1638322680000,6.7318,6.7493,6.7302,6.7493,5369,1638322739999,36197.3145,62,4864,32797.3994,0
1638322740000,6.7399,6.7399,6.716,6.7299,15054,1638322799999,101294.3182,97,1034,6954.1202,0
1638322800000,6.7254,6.7272,6.7066,6.7066,9541,1638322859999,64115.609,115,6015,40444.0341,0
1638322860000,6.7099,6.7165,6.7063,6.707,7643,1638322919999,51289.1604,54,4443,29815.3065,0
1638322920000,6.7111,6.732,6.7086,6.7164,5682,1638322979999,38189.8948,42,3041,20445.8739,0
1638322980000,6.7207,6.7399,6.7195,6.7399,7982,1638323039999,53736.7495,80,7057,47516.3653,0
1638323040000,6.739,6.7446,6.7249,6.738,4263,1638323099999,28700.2281,68,939,6328.8362,0
1638323100000,6.743,6.7485,6.733,6.733,6329,1638323159999,42661.5746,65,3467,23376.647,0
1638323160000,6.7321,6.74,6.7292,6.74,2025,1638323219999,13632.458,26,377,2540.0877,0
1638323220000,6.7433,6.7634,6.7401,6.7568,5095,1638323279999,34394.1832,108,4311,29104.4985,0
1638323280000,6.7572,6.76,6.7457,6.7594,2302,1638323339999,15548.6464,33,286,1932.7086,0
1638323340000,6.7568,6.7594,6.7438,6.7438,2427,1638323399999,16384.0688,30,328,2214.9401,0
1638323400000,6.7437,6.7686,6.7437,6.7668,9190,1638323459999,62166.4982,102,5649,38218.7473,0
1638323460000,6.7637,6.7688,6.7509,6.7635,4337,1638323519999,29305.8706,36,4102,27717.1163,0
1638323520000,6.7629,6.7651,6.7524,6.7524,1874,1638323579999,12668.754,25,829,5607.0511,0
1638323580000,6.7576,6.7668,6.75,6.75,5814,1638323639999,39271.5873,53,1248,8439.0927,0
1638323640000,6.75,6.7518,6.744,6.7455,1511,1638323699999,10195.1526,22,1401,9452.7964,0
1638323700000,6.75,6.7761,6.7467,6.7761,24130,1638323759999,163177.0081,164,22987,155459.8598,0
1638323760000,6.774,6.7807,6.77,6.7807,6914,1638323819999,46836.4852,69,5522,37411.4611,0
1638323820000,6.7811,6.7865,6.7776,6.7792,3638,1638323879999,24671.8499,76,1177,7984.6941,0
1638323880000,6.7776,6.7811,6.764,6.7672,7652,1638323939999,51847.1151,58,3298,22349.6617,0
1638323940000,6.7662,6.7675,6.7414,6.7514,5679,1638323999999,38356.4857,107,2036,13748.1263,0
1638324000000,6.7515,6.7666,6.7515,6.758,1921,1638324059999,12986.6397,30,596,4027.385,0
1638324060000,6.7601,6.7601,6.7351,6.7351,10115,1638324119999,68280.5919,95,2581,17422.6919,0
1638324120000,6.7376,6.7461,6.7328,6.7403,12006,1638324179999,80889.4232,80,11235,75696.7351,0
1638324180000,6.7418,6.7419,6.7295,6.7295,4372,1638324239999,29458.3837,57,2260,15230.8188,0
1638324240000,6.7365,6.7446,6.7273,6.7446,1379,1638324299999,9286.2823,38,1117,7523.0238,0
1638324300000,6.7446,6.7454,6.734,6.7445,3595,1638324359999,24225.1403,39,1238,8344.9352,0
1638324360000,6.7473,6.76,6.7439,6.7551,10587,1638324419999,71477.7319,90,3214,21701.9027,0
1638324420000,6.76,6.7618,6.7496,6.7496,1891,1638324479999,12778.3041,42,757,5117.5826,0
1638324480000,6.7579,6.774,6.7546,6.7689,6297,1638324539999,42623.6413,83,2659,18001.6772,0
1638324540000,6.7658,6.7794,6.7649,6.7752,11548,1638324599999,78222.59,74,9707,65752.852,0
1638324600000,6.7793,6.7816,6.7654,6.7734,2209,1638324659999,14967.4327,46,714,4840.3244,0
1638324660000,6.7754,6.7754,6.7413,6.7413,5399,1638324719999,36477.1933,85,1288,8702.2148,0
1638324720000,6.7485,6.7485,6.7424,6.7424,8596,1638324779999,57959.3402,23,8001,53947.4579,0
1638324780000,6.7424,6.765,6.7415,6.7546,11537,1638324839999,77976.9151,55,6573,44428.313,0
1638324840000,6.7483,6.7483,6.7368,6.7477,2250,1638324899999,15169.3831,46,1181,7962.5441,0
1638324900000,6.7462,6.7654,6.7462,6.7549,13446,1638324959999,90869.0654,65,11335,76598.2483,0
1638324960000,6.7623,6.7814,6.7623,6.7779,3842,1638325019999,26010.8579,63,3394,22976.8439,0
1638325020000,6.7779,6.7791,6.7686,6.7789,2301,1638325079999,15593.438,33,1154,7820.7659,0
1638325080000,6.7689,6.7689,6.7497,6.7536,582,1638325139999,3932.7542,45,79,533.9338,0
1638325140000,6.7595,6.76,6.7413,6.7514,11728,1638325199999,79143.2228,68,2942,19849.9509,0
1638325200000,6.75,6.7501,6.7353,6.7353,18560,1638325259999,125244.608,53,791,5333.5489,0
1638325260000,6.7353,6.7419,6.73,6.7365,6197,1638325319999,41742.2845,78,2719,18314.8403,0
1638325320000,6.7342,6.7571,6.7342,6.7557,5164,1638325379999,34832.0642,45,4592,30972.9426,0
1638325380000,6.7498,6.7531,6.74,6.74,2034,1638325439999,13722.6679,33,883,5958.5533,0
1638325440000,6.7375,6.7375,6.728,6.728,15146,1638325499999,101933.6068,99,1306,8790.2908,0
1638325500000,6.7279,6.7341,6.715,6.715,11498,1638325559999,77331.9508,138,6335,42618.7846,0
1638325560000,6.72,6.729,6.7194,6.7233,1897,1638325619999,12754.3023,16,1150,7730.8428,0
1638325620000,6.7205,6.7287,6.7196,6.7225,1700,1638325679999,11432.3363,34,853,5737.4405,0
1638325680000,6.7282,6.7314,6.7194,6.72,3906,1638325739999,26254.7742,37,1346,9050.2879,0
1638325740000,6.72,6.7289,6.7119,6.7289,3735,1638325799999,25085.7167,61,1415,9506.2711,0
1638325800000,6.7299,6.7462,6.7299,6.7451,3254,1638325859999,21936.8369,58,2403,16199.0933,0
1638325860000,6.743,6.7576,6.743,6.7541,5183,1638325919999,34991.8149,72,2340,15796.7069,0
1638325920000,6.7541,6.758,6.7444,6.7525,4891,1638325979999,33017.8143,33,2245,15154.3456,0
1638325980000,6.75,6.75,6.7419,6.7419,2161,1638326039999,14583.5994,29,869,5864.9548,0
1638326040000,6.7406,6.7406,6.7284,6.7298,2438,1638326099999,16416.4542,44,80,538.6604,0
1638326100000,6.7298,6.7424,6.7274,6.7357,1999,1638326159999,13460.6681,30,1022,6880.8521,0
1638326160000,6.7322,6.7322,6.7166,6.7191,9600,1638326219999,64536.6861,107,863,5800.3046,0
1638326220000,6.7176,6.723,6.7091,6.7141,4018,1638326279999,26974.0524,83,821,5514.9716,0
1638326280000,6.7141,6.7215,6.704,6.7116,4514,1638326339999,30278.7699,93,663,4452.3669,0
1638326340000,6.7115,6.7226,6.7019,6.7186,13626,1638326399999,91398.6122,135,12276,82347.1238,0
1638326400000,6.7214,6.7227,6.711,6.7148,1597,1638326459999,10723.8957,22,412,2768.513,0
1638326460000,6.7135,6.7208,6.71,6.7208,3630,1638326519999,24379.1686,28,411,2759.8805,0
1638326520000,6.7172,6.7218,6.704,6.707,8176,1638326579999,54901.8846,55,1104,7416.4517,0
1638326580000,6.7102,6.7151,6.704,6.7129,3050,1638326639999,20464.6497,30,2293,15388.9257,0
1638326640000,6.7062,6.7196,6.699,6.7086,17106,1638326699999,114720.6267,176,6645,44616.8125,0
1638326700000,6.7127,6.724,6.702,6.7104,2686,1638326759999,18028.5159,61,1264,8485.7732,0
1638326760000,6.7129,6.717,6.68,6.6826,32757,1638326819999,219073.0791,341,2783,18613.5821,0
1638326820000,6.6822,6.7036,6.68,6.6909,7406,1638326879999,49540.9625,82,3776,25272.6787,0
1638326880000,6.6873,6.6873,6.6003,6.6146,155798,1638326939999,1033884.1817,1635,28865,191188.4724,0
1638326940000,6.6114,6.6458,6.608,6.6198,52148,1638326999999,345288.3903,215,39421,260972.7351,0
1638327000000,6.6198,6.6409,6.6198,6.638,15170,1638327059999,100609.0508,128,7411,49161.7814,0
1638327060000,6.6372,6.6442,6.6276,6.6304,3300,1638327119999,21906.3912,57,1128,7491.2856,0
1638327120000,6.6278,6.6322,6.6187,6.6275,7773,1638327179999,51472.4686,67,2971,19680.8039,0
1638327180000,6.6308,6.6407,6.6111,6.6111,13157,1638327239999,87239.8282,111,8367,55508.7716,0
1638327240000,6.6106,6.6278,6.61,6.62,19458,1638327299999,128833.0808,64,16094,106590.073,0
1638327300000,6.6229,6.6281,6.6132,6.6193,6375,1638327359999,42200.9972,59,4558,30174.8489,0
1638327360000,6.6181,6.6272,6.6181,6.6266,3248,1638327419999,21504.2064,40,1902,12590.0033,0
1638327420000,6.6271,6.6388,6.6271,6.635,4229,1638327479999,28059.8559,47,3780,25081.3313,0
1638327480000,6.6395,6.6399,6.6304,6.6332,7149,1638327539999,47448.705,56,1980,13144.2606,0
1638327540000,6.6353,6.6537,6.6353,6.6468,8348,1638327599999,55505.6863,103,6480,43085.2165,0
1638327600000,6.6467,6.6486,6.6279,6.6486,4550,1638327659999,30193.3502,51,1912,12693.8932,0
1638327660000,6.649,6.6569,6.6414,6.6447,26137,1638327719999,173813.4522,168,17406,115767.1212,0
1638327720000,6.6443,6.6612,6.642,6.6612,6121,1638327779999,40727.7988,72,4441,29559.8166,0
1638327780000,6.6612,6.6709,6.6581,6.66,2012,1638327839999,13408.5183,69,1256,8372.3976,0
1638327840000,6.66,6.6634,6.6545,6.6548,6002,1638327899999,39961.0223,39,1577,10502.4633,0
1638327900000,6.6548,6.6605,6.6494,6.6514,17556,1638327959999,116785.4538,57,15275,101612.1477,0
1638327960000,6.6526,6.6713,6.6526,6.669,4002,1638328019999,26678.8465,43,1576,10503.1917,0
1638328020000,6.6689,6.6777,6.6673,6.6737,8258,1638328079999,55084.3189,78,3821,25484.8842,0
1638328080000,6.6738,6.6777,6.6691,6.675,13328,1638328139999,88979.9611,61,3308,22074.2239,0
1638328140000,6.6738,6.674,6.6494,6.6494,9214,1638328199999,61345.3616,99,564,3761.3595,0
1638328200000,6.6493,6.6604,6.6419,6.6486,13619,1638328259999,90561.1498,120,3855,25642.1891,0
1638328260000,6.6499,6.6598,6.6478,6.6484,9539,1638328319999,63445.758,66,6785,45124.67,0
1638328320000,6.6491,6.6641,6.6445,6.6585,10736,1638328379999,71432.6555,86,5275,35110.3035,0
1638328380000,6.6624,6.6651,6.6468,6.6547,8554,1638328439999,56934.9214,59,3773,25124.9678,0
1638328440000,6.6553,6.6666,6.65,6.6665,11233,1638328499999,74764.9026,92,3800,25304.4735,0
1638328500000,6.6667,6.6784,6.66,6.672,5661,1638328559999,37757.0173,69,4103,27373.2634,0
1638328560000,6.676,6.6882,6.676,6.6849,6221,1638328619999,41579.6929,118,4046,27046.1992,0
1638328620000,6.6816,6.6846,6.6606,6.67,11087,1638328679999,73968.1364,90,2536,16919.3926,0
1638328680000,6.6699,6.6699,6.65,6.6589,12067,1638328739999,80338.2534,155,4566,30401.9263,0
1638328740000,6.6571,6.6688,6.6571,6.6688,3966,1638328799999,26423.42,40,1210,8062.4454,0
1638328800000,6.6654,6.685,6.6654,6.6784,3181,1638328859999,21250.105,70,2112,14111.2502,0
1638328860000,6.6736,6.6798,6.6647,6.6765,4388,1638328919999,29278.4979,42,1827,12193.088,0
1638328920000,6.68,6.681,6.6724,6.6754,2177,1638328979999,14535.5559,26,1116,7452.9439,0
1638328980000,6.6744,6.6779,6.6613,6.6613,5906,1638329039999,39383.5587,88,243,1621.21,0
1638329040000,6.6601,6.6605,6.6544,6.6544,4434,1638329099999,29526.1756,50,133,885.4874,0
1638329100000,6.6567,6.668,6.6467,6.6497,12901,1638329159999,85852.0661,119,2044,13601.8879,0
1638329160000,6.6523,6.6544,6.644,6.6477,5331,1638329219999,35455.7798,44,2897,19272.7805,0
1638329220000,6.6436,6.653,6.637,6.653,16726,1638329279999,111105.4737,103,14094,93627.9996,0
1638329280000,6.6497,6.6571,6.648,6.648,3796,1638329339999,25252.5038,38,1113,7406.3295,0
1638329340000,6.6504,6.6504,6.6326,6.6465,5070,1638329399999,33659.4906,65,1254,8329.4998,0
1638329400000,6.647,6.6544,6.637,6.6544,3981,1638329459999,26450.8153,55,1347,8952.4775,0
1638329460000,6.6544,6.6585,6.6495,6.6567,5212,1638329519999,34675.9735,47,263,1750.3489,0
1638329520000,6.6534,6.6654,6.6534,6.6622,2481,1638329579999,16526.0889,55,1598,10644.1449,0
1638329580000,6.6647,6.6685,6.6532,6.6543,6674,1638329639999,44456.829,44,1778,11847.4485,0
1638329640000,6.6532,6.6543,6.6379,6.6452,12456,1638329699999,82792.7733,127,5408,35941.1341,0
1638329700000,6.6465,6.6516,6.6395,6.6423,6018,1638329759999,39998.5856,53,3798,25248.0657,0
1638329760000,6.6413,6.6858,6.6365,6.6858,53181,1638329819999,354216.0634,264,49883,332269.1318,0
1638329820000,6.6783,6.6792,6.667,6.67,9857,1638329879999,65781.5565,85,1617,10786.9257,0
1638329880000,6.6672,6.6859,6.6509,6.6762,52530,1638329939999,350250.8081,280,32003,213469.8847,0
1638329940000,6.6741,6.7051,6.6677,6.7,42937,1638329999999,287398.2662,280,32910,220387.5441,0
1638330000000,6.7035,6.7035,6.6925,6.6959,7196,1638330059999,48194.6183,52,745,4991.0623,0
1638330060000,6.6963,6.7047,6.688,6.695,8853,1638330119999,59283.5642,93,4697,31460.1825,0
1638330120000,6.696,6.7054,6.6959,6.6961,4103,1638330179999,27488.956,35,185,1240.297,0
1638330180000,6.6976,6.7285,6.6913,6.7247,14970,1638330239999,100447.2251,273,11687,78443.7824,0
1638330240000,6.7227,6.7427,6.7189,6.7311,14256,1638330299999,95991.6936,253,7772,52337.8547,0
1638330300000,6.7311,6.7368,6.7244,6.7244,7019,1638330359999,47237.2973,70,1779,11974.9158,0
1638330360000,6.7242,6.7299,6.7242,6.7275,3854,1638330419999,25925.5182,38,1576,10604.5319,0
1638330420000,6.7275,6.7291,6.7232,6.7234,4679,1638330479999,31469.2619,55,990,6661.447,0
1638330480000,6.7281,6.7364,6.7229,6.7309,5887,1638330539999,39604.772,50,3708,24949.4924,0
1638330540000,6.7351,6.7351,6.7212,6.7273,4899,1638330599999,32951.75,66,2077,13974.8224,0
1638330600000,6.7263,6.7292,6.7235,6.7292,1473,1638330659999,9907.9736,16,1210,8139.5173,0
1638330660000,6.7263,6.7298,6.7062,6.7151,12382,1638330719999,83212.2164,134,2709,18223.9044,0
1638330720000,6.7143,6.7181,6.7055,6.7089,4789,1638330779999,32128.4913,31,3365,22577.0346,0
1638330780000,6.7069,6.7113,6.7034,6.7034,4073,1638330839999,27311.5447,47,883,5923.5337,0
1638330840000,6.7034,6.706,6.6931,6.6934,11687,1638330899999,78290.0726,155,2835,18997.4003,0
1638330900000,6.6933,6.7282,6.6901,6.7195,7715,1638330959999,51695.733,132,5014,33599.6789,0
1638330960000,6.7242,6.7343,6.7182,6.7236,6553,1638331019999,44075.4533,92,3908,26279.5056,0
1638331020000,6.7305,6.7372,6.7281,6.7303,4812,1638331079999,32395.5464,95,2116,14249.2081,0
1638331080000,6.7306,6.735,6.7229,6.7231,3775,1638331139999,25403.7568,59,505,3400.6876,0
1638331140000,6.7233,6.735,6.7228,6.7253,10395,1638331199999,69970.5194,76,6367,42879.1406,0
1638331200000,6.7253,6.7279,6.7036,6.704,2862,1638331259999,19217.6343,94,394,2646.1643,0
1638331260000,6.7046,6.7167,6.7019,6.71,9610,1638331319999,64482.3007,110,2347,15747.0068,0
1638331320000,6.7096,6.7196,6.7045,6.7109,4152,1638331379999,27852.112,56,1764,11835.6405,0
1638331380000,6.7127,6.7394,6.7106,6.7394,6852,1638331439999,46083.7614,92,6107,41071.507,0
1638331440000,6.7392,6.7411,6.7301,6.7411,5446,1638331499999,36693.3424,60,2765,18633.2937,0
1638331500000,6.7411,6.7637,6.7411,6.7623,10795,1638331559999,72908.493,338,9050,61120.8731,0
1638331560000,6.7589,6.7633,6.7522,6.7582,4861,1638331619999,32857.1889,53,1935,13084.1906,0
1638331620000,6.7579,6.7712,6.7578,6.7701,7325,1638331679999,49536.2899,164,6142,41540.7588,0
1638331680000,6.7669,6.7814,6.7606,6.7679,14368,1638331739999,97316.3912,185,10826,73336.8626,0
1638331740000,6.77,6.771,6.7413,6.745,8632,1638331799999,58322.0024,96,1425,9625.9824,0
1638331800000,6.7468,6.7541,6.7329,6.7342,3479,1638331859999,23471.2637,66,1175,7927.1874,0
1638331860000,6.7423,6.7509,6.7372,6.7382,2917,1638331919999,19683.3821,27,2163,14596.4522,0
1638331920000,6.74,6.7455,6.7356,6.7394,2695,1638331979999,18165.6435,33,1179,7948.085,0
1638331980000,6.7367,6.7553,6.7349,6.7504,10377,1638332039999,70036.8242,74,6886,46473.5699,0
1638332040000,6.7507,6.7572,6.7402,6.7534,10204,1638332099999,68860.0985,69,3833,25881.4373,0
1638332100000,6.7577,6.76,6.7398,6.7398,5152,1638332159999,34781.2919,55,3028,20454.7699,0
1638332160000,6.7425,6.7441,6.7347,6.7398,1594,1638332219999,10742.0964,29,719,4847.0216,0
1638332220000,6.7353,6.7481,6.7315,6.7418,7223,1638332279999,48676.5121,60,4675,31519.172,0
1638332280000,6.7398,6.7471,6.7397,6.7454,3619,1638332339999,24412.9898,22,3032,20455.6051,0
1638332340000,6.7395,6.7447,6.7294,6.7329,11105,1638332399999,74777.5318,104,343,2310.8324,0
1638332400000,6.7293,6.7294,6.715,6.7156,6150,1638332459999,41337.1458,169,2213,14871.3724,0
1638332460000,6.7156,6.7256,6.7127,6.7156,6989,1638332519999,46966.8465,56,5526,37138.5472,0
1638332520000,6.7188,6.7224,6.7136,6.7149,3714,1638332579999,24945.4271,31,988,6636.6174,0
1638332580000,6.7184,6.7248,6.7168,6.7213,4756,1638332639999,31962.8893,37,1763,11849.8065,0
1638332640000,6.7167,6.7209,6.7001,6.7031,9532,1638332699999,63941.9219,183,3070,20599.9163,0
1638332700000,6.7084,6.7196,6.6549,6.6731,91509,1638332759999,611933.2823,781,17911,119722.4696,0
1638332760000,6.6731,6.6823,6.6657,6.6723,16768,1638332819999,111940.2135,96,11450,76455.1401,0
1638332820000,6.6724,6.6818,6.6695,6.6755,7836,1638332879999,52307.5037,64,3031,20236.3824,0
1638332880000,6.6808,6.6809,6.6621,6.6658,7013,1638332939999,46786.4983,119,762,5084.4542,0
1638332940000,6.6623,6.6771,6.66,6.6631,4653,1638332999999,31020.3098,90,801,5342.6306,0
1638333000000,6.6601,6.6823,6.6601,6.6666,3901,1638333059999,26036.2832,85,3073,20513.2311,0
1638333060000,6.6666,6.6671,6.6509,6.6634,11883,1638333119999,79135.6803,114,5492,36579.758,0
1638333120000,6.6634,6.6682,6.6537,6.6537,9293,1638333179999,61906.8372,76,2830,18865.4548,0
1638333180000,6.658,6.6665,6.6551,6.66,4817,1638333239999,32097.0396,37,4283,28540.377,0
1638333240000,6.6658,6.6688,6.6603,6.6642,2324,1638333299999,15488.1138,62,716,4771.5344,0
1638333300000,6.6642,6.6969,6.6642,6.693,3547,1638333359999,23703.7513,92,3366,22494.346,0
1638333360000,6.6971,6.6994,6.6847,6.6943,4096,1638333419999,27408.7704,71,2712,18153.6419,0
1638333420000,6.6977,6.7122,6.6977,6.7119,6199,1638333479999,41560.2645,116,5281,35404.1013,0
1638333480000,6.7121,6.7125,6.7045,6.7053,3710,1638333539999,24886.2927,42,1865,12511.2961,0
1638333540000,6.7063,6.7099,6.7,6.7,3072,1638333599999,20595.9572,46,1331,8928.1393,0
1638333600000,6.6953,6.7033,6.6953,6.6953,2901,1638333659999,19431.1682,30,1262,8454.3989,0
1638333660000,6.6953,6.7023,6.6897,6.7011,6298,1638333719999,42195.0829,70,4189,28070.2649,0
1638333720000,6.7,6.7015,6.6885,6.6942,7102,1638333779999,47534.1413,48,3362,22491.8027,0
1638333780000,6.6909,6.694,6.6842,6.6847,1648,1638333839999,11021.1116,41,229,1531.6159,0
